gid,건물1,건물2,건물3,도서관,민원행정기관,변압기,전기안전관리자,전기차,교통량,경제인구,주차면수,총점,Rank
다사70ba62ba,0.263157895,0,0,0.072727273,0,0.012195122,0.033333333,0,0.000164313,0.014363885,0,0.74029458,1090
다사69bb64ba,0.131578947,0.142857143,0,0.018181818,0,0.016260163,0.033333333,0,0,0,0,0.826171304,991
다사87ab60aa,0.171052632,0,0,0.127272727,0,0.008130081,0,0,0.064837615,0.003077975,0,0.613339252,1279
다사83ba69ba,0,0,0,0.054545455,0,0,0.033333333,0,2.01E-06,0,0,0.154549479,2559
다사74bb60ab,0.131578947,0,0,0,0,0.008130081,0,0,0,0.005129959,0,0.281547894,2072
다사80bb59bb,0.328947368,0,0,0.272727273,0,0.008130081,0,0,0.000496739,0.003077975,0,0.94590152,870
다사64ba62aa,0,0,0,0,0,0,0.066666667,0,0,0,0,0.2,2346
다사67bb63ba,0.065789474,0,0,0.018181818,0,0,0,0,0,0,0,0.149760766,2583
다사75ba52bb,0,0,0,0.127272727,0,0,0.033333333,0.038461538,0.001357202,0.365937073,0,1.038784353,797
다사88ba63aa,0.052631579,0.142857143,0,0.181818182,0,0.004065041,0.033333333,0,0.000439509,0.009917921,0,0.840432669,974
다사70ab67aa,0.342105263,0,0,0.6,0,0.016260163,0.1,0,0.13044806,0.04753762,0,1.956442048,357
다사67aa62aa,0.039473684,0,0,0.545454545,0,0,0.033333333,0,0.008997636,0.302667579,0,1.347732344,606
다사83aa59ab,0.434210526,0,0,0.036363636,0,0.016260163,0.1,0,0.000212601,0.004445964,0,1.230361982,663
다사67bb65ba,0.078947368,0,0,0.090909091,0,0.004065041,0,0,0,0.006155951,0,0.26518077,2135
다사85aa54ab,0,0,0,0,0,0.008130081,0,0,0,0,0,0.008130081,3524
다사82bb60ab,0.065789474,0,0,0.054545455,0,0.004065041,0.033333333,0.076923077,2.37E-05,0.14124487,0,0.72657273,1104
다사75ba53ab,0.302631579,0.285714286,0,0.381818182,0,0.028455285,0.133333333,0,0.00219665,0.05129959,0.497326203,2.379671961,227
다사78aa61ab,0.052631579,0,0,0,0,0,0,0,0,0,0,0.105263158,2829
다사72bb70ba,0,0,0,0.036363636,0,0,0,0,0,0.002735978,0,0.041835593,3266
다사82ab66aa,0.013157895,0,0,0,0,0.004065041,0,0,0,0.002735978,0,0.035852786,3289
다사84ab66aa,0.065789474,0,0,0.036363636,0,0.004065041,0,0,0,0.004103967,0,0.180215559,2423
다사70ab56bb,0.105263158,0,0,0.454545455,0.333333333,0.016260163,0.066666667,0,0.077554533,0.07626539,0,1.522305112,510
다사84ab65ab,0.184210526,0,0,0.054545455,0,0.020325203,0,0,0.004549341,0.005471956,0,0.463334306,1540
다사68bb64ab,0.078947368,0,0,0.018181818,0,0.012195122,0,0,0,0.002393981,0,0.193059639,2372
다사69aa56ab,0.118421053,0,0,0.363636364,0,0.020325203,0.133333333,0,0.001950069,0.335157319,0,1.695018447,443
다사80bb57aa,0,0,0,0.036363636,0,0,0,0,0,0,0,0.036363636,3287
다사73bb55ab,0.026315789,0,0,0,0,0.008130081,0,0,0,0.006839945,0,0.074441551,3009
다사73ab57ba,0.013157895,0,0,0.018181818,0,0.004065041,0,0,0,0,0.802139037,0.048562648,3192
다사85aa66ab,0.157894737,0,0,0.054545455,0,0.012195122,0.033333333,0,1.34E-06,0.005813953,0,0.49416064,1483
다사72ab69ab,0.092105263,0,0,0.2,0,0.008130081,0,0,2.50E-05,0.055745554,0,0.503881792,1461
다사72aa62ab,0.052631579,0,0,0,0,0,0,0,0,0,0,0.105263158,2829
다사74ba63ab,0.144736842,0,0,0.163636364,0,0.016260163,0,0,0.000898914,0.004103967,0,0.479375973,1519
다사70aa59ab,0.026315789,0,0,0,0,0.004065041,0,0,0,0,0,0.05669662,3125
다사70ba54ab,0.197368421,0,0,0,0,0.008130081,0,0,0,0,0,0.402866923,1684
다사84bb67aa,0.144736842,0.142857143,0,0.363636364,0.333333333,0.024390244,0.033333333,0,0.001991427,0.047879617,0,1.639147142,462
다사81ba60ba,0.184210526,0,0,0.236363636,0,0.020325203,0.033333333,0,0.022788735,0.005813953,0,0.78231527,1041
다사77aa62ab,0.026315789,0,0,0.345454545,0.333333333,0.004065041,0.066666667,0,0.171516652,0.535225718,0,2.348969239,238
다사81ba74ba,0.013157895,0,0,0.036363636,0,0,0.033333333,0,0,0.020177839,0,0.203035103,2334
다사73aa66ab,0.118421053,0,0,0.472727273,0,0.008130081,0.033333333,0,0.034517988,0.269151847,0,1.425039128,558
다사73ba68bb,0.039473684,0,0,0.781818182,0,0.004065041,0.266666667,0,0.004523856,0.208276334,0,2.090430971,302
다사73ba55aa,0.039473684,0,0,0.145454545,0,0.004065041,0,0,0.084788768,0.010943912,0,0.419932316,1650
다사71ba67ba,0.078947368,0,0,0,0,0,0,0,0,0,0,0.157894737,2534
다사82aa60ab,0.052631579,0,0,0.145454545,0,0.012195122,0.033333333,0.038461538,0.291266718,0.251367989,0,1.525105316,509
다사69ab62aa,0.157894737,0,0,0,0,0.008130081,0,0,0,0.002051984,0,0.328023522,1901
다사87bb63bb,0.013157895,0,0,0.218181818,0,0.008130081,0,0,7.47E-05,0.005471956,0,0.263720936,2139
다사71ab68ab,0,0,0,0.163636364,0,0.008130081,0,0,0,0.063269494,0,0.298305433,2016
다사71aa59ab,0.026315789,0,0,0,0,0,0,0,0,0,0,0.052631579,3148
다사82aa47aa,0.026315789,0,0,0.072727273,0,0,0,0,0.002281825,0.006839945,0,0.143602391,2605
다사72ba65ba,0.236842105,0,0,0.054545455,0,0.004065041,0,0,1.12E-06,0.003077975,0,0.538452892,1397
다사75bb61ab,0.013157895,0,0,0,0,0,0,0,0,0,0,0.026315789,3384
다사87ba60ab,0.157894737,0,0,0,0,0.016260163,0.033333333,0,0,0.011627907,0,0.45530545,1560
다사88ab62aa,0,0,0,0,0,0.008130081,0,0,0,0.002735978,0,0.013602038,3504
다사73aa66bb,0.394736842,0,0,0.290909091,0,0.016260163,0.133333333,0,0.003287151,0.397400821,0,2.298018881,245
다사77ba60bb,0,0,0,0.036363636,0,0.004065041,0,0,4.47E-07,0.067373461,0,0.175176493,2453
다사83ba62aa,0,0,0,0,0,0.008130081,0,0,0,0.008549932,0,0.025229945,3474
다사73aa56aa,0.184210526,0,0,0.090909091,0,0.016260163,0.066666667,0,0.007851247,0.019151847,0,0.729596493,1101
다사79bb69aa,0.052631579,0,0,0.236363636,0,0.008130081,0,0,0.00052513,0.008207934,0,0.367223004,1788
다사77bb61ba,0.105263158,0.142857143,0,0.345454545,0.333333333,0.012195122,0.166666667,0,0.010469074,0.214432285,0,2.279883462,249
다사68ab60bb,0.236842105,0.142857143,0,0.490909091,0,0.012195122,0.066666667,0,0.142936058,0.049931601,0.684491979,1.99109517,338
다사84aa61aa,0,0,0,0.109090909,0,0,0.033333333,0,0.000310965,0.14124487,0,0.492202579,1487
다사69aa61ba,0,0,0,0,0,0,0.033333333,0,0,0.017783858,0,0.135567715,2669
다사84ab63ab,0.131578947,0,0,0,0,0,0.066666667,0,0,0.00376197,0,0.470681835,1528
다사67aa66bb,0.210526316,0,0,0.254545455,0,0.008130081,0,0,0.00070554,0.002735978,0,0.690611203,1150
다사84ba54ba,0,0,0,0.036363636,0,0.004065041,0,0,1.12E-06,0.007865937,0,0.056162787,3140
다사72aa61aa,0.210526316,0,0,0.254545455,0,0.004065041,0,0,0.021576173,0.008549932,0,0.739915337,1092
다사82bb57ab,0.302631579,0,0,0.090909091,0,0.008130081,0.033333333,0,5.19E-05,0.004103967,0,0.812613994,1003
다사82aa64ba,0,0,0,0.054545455,0,0.004065041,0,0,1.68E-05,0,0,0.058644028,3109
다사75ba71bb,0.263157895,0,0,0.018181818,0,0.012195122,0,0,2.01E-06,0,0,0.556696754,1366
다사84bb65bb,0.026315789,0,0,0,0,0,0,0,0,0,0,0.052631579,3148
다사73bb71ba,0.407894737,0,0,0.454545455,0,0.016260163,0,0,0.000688996,0.123119015,0.197860963,1.534211113,503
다사72ba70ab,0.092105263,0,0,0.018181818,0,0.004065041,0,0,0,0,0,0.206457385,2316
다사82bb67bb,0,0,0,0,0,0.016260163,0,0,0,0.003419973,0,0.023100108,3480
다사72ba61aa,0.25,0,0,0.690909091,0,0.024390244,0,0,0.110893269,0.046853625,0,1.530793123,505
다사69bb60aa,0.197368421,0,0,0.090909091,0,0.012195122,0,0,0.004263862,0,0,0.506368779,1455
다사84aa69ab,0.013157895,0,0,0,0,0.004065041,0,0,0,0,0,0.03038083,3340
다사72ba67ba,0.039473684,0,0,0.418181818,0,0.008130081,0,0,0.076853242,0.032831737,0,0.724629226,1108
다사78ab53ba,0,0,0,0,0,0,0,0,0,0,0,0,3568
다사65aa64ba,0,0,0,0,0,0,0,0,0,0,0,0,3568
다사66bb67bb,0.184210526,0,0,0.454545455,0,0.032520325,0.066666667,0,0.032568366,0.018125855,0,1.156875274,714
다사79ba69ba,0,0,0,0,0,0,0,0,0,0.002393981,0,0.004787962,3538
다사67ab62aa,0.144736842,0,0,0.218181818,0,0,0,0,0.001743951,0.102599179,0,0.716341764,1121
다사88ab61ba,0.263157895,0,0,0.054545455,0,0.012195122,0,0,0.006962169,0.008207934,0,0.623396573,1266
다사73ba68aa,0,0,0,0.236363636,0,0,0.066666667,0,0,0.403214774,0,1.242793185,655
다사76ba53ab,0.078947368,0,0,0,0,0.008130081,0,0,0,0.004787962,0,0.175600742,2451
다사74ab60bb,0.026315789,0,0,0,0,0,0,0,0,0,0,0.052631579,3148
다사72aa67bb,0.157894737,0,1,0.654545455,0,0.012195122,0.133333333,0,0.517062937,0,0,3.416655923,86
다사75ab61aa,0.052631579,0,0,0,0,0,0,0,0,0,0,0.105263158,2829
다사66bb62bb,0.026315789,0,0,0,0,0,0,0,0,0,0,0.052631579,3148
다사66bb63ab,0,0,0,0,0,0,0,0,0,0,0,0,3568
다사76ba72aa,0.171052632,0,0,0.018181818,0,0.008130081,0,0,2.24E-07,0,0,0.36841761,1784
다사73ab59ba,0.065789474,0,0,0.054545455,0,0.008130081,0,0,0.000166101,0.046511628,0,0.287609941,2048
다사67bb60ba,0.078947368,0,0,0.163636364,0,0,0,0,0.008472953,0,0,0.338477006,1873
다사65aa66ba,0.052631579,0,0,0,0,0,0,0,0,0,0,0.105263158,2829
다사73ab65aa,0.539473684,0,0,0,0,0.024390244,0.166666667,0,0,0.004103967,0,1.611545547,473
다사70bb64bb,0.052631579,0,0,0,0,0.004065041,0,0,0,0,0,0.109328199,2809
다사80ba60ba,0.236842105,0,0,0,0,0,0,0,0,0,0,0.473684211,1524
다사86ab57ba,0,0,0,0.036363636,0,0.004065041,0,0,4.02E-06,0,0,0.040436725,3275
다사70ab64ab,0.105263158,0,0,0,0,0.004065041,0,0,0,0,0,0.214591356,2291
다사82aa64aa,0,0,0,0,0,0,0,0,0,0.005813953,0,0.011627907,3508
다사83bb53aa,0.013157895,0,0,0.090909091,0,0.004065041,0,0,1.27E-05,0.002735978,0,0.126787362,2735
다사72ba70aa,0.263157895,0,0,0.072727273,0,0.012195122,0,0,0.000510823,0.002393981,0,0.617047792,1277
다사75aa71ab,0.592105263,0,0,0.163636364,0,0.008130081,0.1,0,0.015552264,0.004787962,0,1.696657423,442
다사79aa68ba,0,0,0,0,0,0.004065041,0,0,0,0,0,0.004065041,3545
다사67ba63ba,0.026315789,0,0,0.436363636,0,0.008130081,0.033333333,0,0.002086214,0.218194254,0,1.037686234,799
다사81aa60aa,0.131578947,0,0,0.145454545,0,0.016260163,0,0,0.003792608,0.002735978,0,0.437929775,1595
다사87ba62bb,0.065789474,0,0,0.036363636,0,0.004065041,0,0,2.24E-07,0,0,0.172008072,2464
다사87ba60bb,0.039473684,0,0,0,0,0,0,0,0,0,0,0.078947368,2968
다사71ba69aa,0,0,0,0,0,0.008130081,0.066666667,0,0,0,0,0.208130081,2310
다사84bb60bb,0.118421053,0,0,0,0,0.008130081,0,0,0,0.005813953,0,0.256600094,2154
다사67bb69bb,0.052631579,0,0,0.109090909,0,0,0,0,3.35E-06,0.00752394,0,0.229408653,2240
다사71ab59ab,0.052631579,0,0,0.054545455,0,0.012195122,0,0,1.90E-05,0.007181943,0,0.186405624,2396
다사73ba60ba,0.039473684,0,0,0.109090909,0,0.004065041,0,0,0.002527511,0,0,0.197158341,2359
다사84ba67ba,0.157894737,0,0,0.109090909,0.333333333,0.008130081,0.033333333,0,0.000148217,0.006839945,0,0.880320121,944
다사85aa53ab,0.013157895,0,0,0.072727273,0,0.004065041,0,0,9.84E-06,0,0,0.103127776,2856
다사72ba58bb,0.078947368,0,0,0.036363636,0,0.004065041,0,0,0,0.004103967,0,0.206531348,2315
다사73ab66bb,0.105263158,0,0,0.272727273,0,0,0.166666667,0,0.002461563,0.382010944,0,1.752198602,424
다사81bb49ba,0.013157895,0,0,0.236363636,0,0.008130081,0,0,0.000181302,0.008891929,0,0.28895597,2041
다사83ab61ba,0.026315789,0,0,0.145454545,0,0.012195122,0,0,6.71E-05,0.023597811,0,0.257611002,2151
다사88ab61ab,0.184210526,0,0,0.272727273,0,0.024390244,0.033333333,0,0.030147938,0.01880985,0,0.863454143,957
다사69aa65bb,0.026315789,0,0,0.018181818,0,0,0,0,0,0,0,0.070813397,3024
다사69ab62ab,0.210526316,0,0,0.345454545,0,0,0.033333333,0,0.056376734,0.016757866,0,1.012776378,819
다사82ba66ab,0.013157895,0,0,0.090909091,0,0.012195122,0,0,1.27E-05,0.002735978,0,0.134917444,2672
다사83aa70ab,0.065789474,0,0,0.036363636,0,0.012195122,0.033333333,0,1.34E-06,0.005129959,0,0.290400306,2036
다사68ba62ba,0,0,0,0,0,0.004065041,0,0,0,0.008207934,0,0.020480909,3485
다사74aa66ba,0.052631579,0,0,0.036363636,0.666666667,0.052845528,0.066666667,0,6.71E-07,0,0,1.061140331,776
다사73aa67aa,0.486842105,0,0,0.327272727,0,0.020325203,0.033333333,0,0.009436028,0.081395349,0,1.602944894,477
다사71aa62ab,0.078947368,0,0,0.436363636,0.333333333,0.024390244,0.066666667,0,0.020123291,0.215116279,0,1.62246109,467
다사67aa60ba,0.013157895,0,0,0.363636364,0,0,0,0,0.018983608,0,0,0.427919369,1628
다사69aa62aa,0.026315789,0,0,0,0,0.012195122,0,0,0,0,0,0.064826701,3053
다사84bb60ba,0.026315789,0,0,0,0,0,0,0,0,0.003077975,0,0.05878753,3107
다사70ba63ab,0.065789474,0,0,0.127272727,0,0.008130081,0,0,0.002685565,0,0,0.272352885,2100
다사74aa58ba,0,0,0,0,0,0,0,0,0,0,0,0,3568
다사76bb64bb,0,0,0,0,0,0,0,0,0,0,0,0,3568
다사80bb61bb,0.026315789,0,0,0.254545455,0,0.008130081,0.1,0,0.170647024,0.074213406,0,1.105027975,747
다사66ba61ba,0.013157895,0,0,0,0,0.004065041,0,0,0,0.049247606,0.181818182,0.128876042,2721
다사73bb56aa,0.078947368,0,0,0.109090909,0,0.008130081,0.033333333,0,0.000183092,0.009917921,0,0.395317752,1715
다사71bb61aa,0.184210526,0,0,0.090909091,0,0.008130081,0,0,0.009937684,0,0,0.487335593,1505
다사88ab61aa,0.092105263,0.142857143,0,0.2,0,0.020325203,0,0,0.064508767,0.022229822,0,1.006584336,826
다사82ba59ba,0.157894737,0.142857143,0,0.181818182,0.333333333,0.028455285,0.066666667,0,0.028266053,0.05506156,0,1.654622926,454
다사77ab53bb,0.105263158,0,0,0.236363636,0,0.016260163,0,0,8.94E-07,0.024281806,0,0.511715515,1444
다사82ba65bb,0.052631579,0,0,0,0,0,0.033333333,0,0,0,0,0.205263158,2322
다사68ba62ab,0.065789474,0,0,0.109090909,0.333333333,0.004065041,0,0,0.000165207,0.125854993,0,0.830108631,986
다사88aa63ba,0,0,0,0,0,0.004065041,0,0,0,0,0,0.004065041,3545
다사65ab65ab,0.052631579,0,0,0.163636364,0,0.004065041,0,0,8.12E-05,0.002393981,0,0.277914824,2077
다사72ba57ba,0.263157895,0,0,0.181818182,0,0.016260163,0.033333333,0,0.003211365,0.033173735,0,0.897164334,929
다사85ab55ab,0.105263158,0,0,0.036363636,0,0.008130081,0,0,1.23E-05,0.002735978,0,0.260516581,2144
다사82ba52ab,0,0,0,0,0,0,0.033333333,0,0,0,0,0.1,2866
다사78ba61ab,0,0,0,0,0,0,0,0,0,0,0,0,3568
다사77ba49ab,0.026315789,0,0,0.072727273,0,0.004065041,0,0,0.282774092,0,0,0.694972076,1148
다사73ba62aa,0,0,0,0.036363636,0,0.004065041,0,0,1.30E-05,0,0,0.040454609,3274
다사82aa65ba,0.171052632,0,0,0.127272727,0,0.016260163,0.033333333,0,0.000772382,0.018125855,0,0.623434627,1265
다사71bb54bb,0.013157895,0,0,0.090909091,0,0,0.033333333,0,0,0,0,0.21722488,2278
다사75ab68ba,0.065789474,0,0,0,0,0.004065041,0,0,0,0.002051984,0,0.139747955,2643
다사74bb53aa,0,0,0,0.054545455,0,0,0,0,0,0.236320109,0,0.527185673,1417
다사83bb66bb,0.026315789,0,0,0.072727273,0,0,0,0,8.00E-05,0,0,0.125518917,2743
다사83ab65aa,0.118421053,0,0,0.363636364,0,0.024390244,0.033333333,0.038461538,0.000565146,0.056087551,0,0.915097185,899
다사72bb64bb,0.289473684,0,0,0.090909091,0,0.008130081,0,0,5.37E-06,0.002393981,0,0.682785233,1163
다사83ab61bb,0.013157895,0,0,0,0,0.004065041,0,0,0,0,0,0.03038083,3340
다사75ba59bb,0.013157895,0,0,0.054545455,0,0.004065041,0,0,0.053732528,0.006497948,0,0.205387236,2321
다사82ab49aa,0,0,0,0,0,0,0,0,0,0,0,0,3568
다사86ba59aa,0,0.142857143,0,0,0,0,0,0,0,0,0,0.428571429,1619
다사75aa72aa,0.592105263,0,0,0.363636364,0,0.020325203,0.033333333,0,0.014062047,0.007865937,0,1.712028062,433
다사83bb67bb,0.013157895,0,0,0.072727273,0,0,0,0,6.71E-07,0.003077975,0,0.105200354,2845
다사83bb62aa,0,0,0,0,0,0.004065041,0,0,0,0.007865937,0,0.019796915,3491
다사78ba48bb,0,0,0,0.072727273,0,0.004065041,0,0,0.013614714,0,0,0.104021742,2850
다사72bb65ba,0.157894737,0,0,0.036363636,0,0.008130081,0.033333333,0,3.58E-06,0,0,0.460290345,1546
다사82ab63bb,0.013157895,0,0,0,0,0,0,0,0,0,0,0.026315789,3384
다사77aa56bb,0.078947368,0,0,0.018181818,0,0,0,0,0,0,0,0.176076555,2447
다사68bb60ba,0.026315789,0,0,0.236363636,0,0,0.033333333,0.038461538,0.000409329,0.312927497,0,1.092591943,754
다사82ab49ba,0.039473684,0,0,0.218181818,0.333333333,0.012195122,0.033333333,0,0.00045471,0.006155951,0,0.755878964,1069
다사82ba50bb,0.026315789,0,0,0.018181818,0,0.008130081,0,0,4.47E-07,0,0,0.078944372,2989
다사85bb61ba,0,0,0,0.145454545,0.333333333,0,0.066666667,0,0.007514797,0.498974008,0,1.691765488,446
다사72bb55ba,0.302631579,0,0,0.145454545,0,0.008130081,0,0,0.000349416,0.009233926,0,0.77801447,1048
다사82bb65ab,0.328947368,0,0,0.218181818,0,0.020325203,0.066666667,0,0.002244714,0.027701778,0,1.156294744,716
다사76aa71bb,0.118421053,0,0,0.072727273,0,0.008130081,0,0,5.25E-05,0,0,0.31780453,1938
다사76bb50ba,0.144736842,0,0,0.545454545,0,0.024390244,0.033333333,0,0.582529411,0.013679891,0,2.151737078,285
다사77bb63aa,0.039473684,0.142857143,0,0.109090909,0,0.012195122,0.033333333,0,0.010900758,0.144664843,0,1.03993603,795
다사81bb62aa,0.092105263,0,0,0.145454545,0,0.024390244,0,0,0.004198137,0.166894665,0,0.696240919,1146
다사71ab58ab,0.039473684,0,0,0.018181818,0,0.020325203,0,0,0,0.006155951,0,0.129766291,2711
다사85ba55ab,0.039473684,0,0,0.018181818,0,0.004065041,0,0,0,0.005471956,0,0.11213814,2796
다사71aa60bb,0,0,0,0,0,0,0.033333333,0,0,0.004103967,0,0.108207934,2820
다사80bb71aa,0.026315789,0,0,0.072727273,0,0.008130081,0,0,6.01E-05,0.004103967,0,0.14181714,2630
다사69bb57ab,0.092105263,0,0,0.436363636,0.333333333,0.008130081,0.033333333,0,0.015057314,0.146716826,0,1.385585858,587
다사82bb60ba,0.039473684,0,0,0.072727273,0,0.008130081,0.1,0.038461538,0.350155315,0.291723666,0,1.820485761,398
다사76bb61aa,0.276315789,0.285714286,0,0.509090909,0.666666667,0.028455285,0.366666667,0.038461538,0.035971989,0.19493844,0.069518717,4.252731231,31
다사69aa67ba,0.052631579,0,0,0.054545455,0,0,0,0,0,0,0,0.159808612,2525
다사82ab59aa,0.013157895,0,0,0.036363636,0,0,0.033333333,0,2.24E-07,0,0,0.162679873,2507
다사77aa61aa,0.078947368,0,0,0.327272727,0,0.052845528,0.066666667,0.038461538,0,0.530437756,0,1.875811582,380
다사83ba60ba,0.105263158,0,0,0.109090909,0,0.008130081,0.066666667,0,9.84E-06,0,0,0.52776698,1416
다사70bb62bb,0.131578947,0,0,0.072727273,0,0.004065041,0,0,0.003922717,0,0,0.347795642,1837
다사70aa57ba,0,0,0,0.054545455,0,0.008130081,0.033333333,0.038461538,7.38E-06,0.0249658,0,0.289544968,2039
다사75bb52ba,0.065789474,0,0,0.090909091,0,0.008130081,0.033333333,0,0.04269473,0.003077975,0,0.422163531,1644
다사81ba47aa,0.013157895,0,0,0.018181818,0,0.012195122,0,0,6.71E-07,0.004787962,0,0.066269994,3048
다사72ba63ba,0.026315789,0,0,0.236363636,0,0.004065041,0,0,0.097598463,0,0,0.488257181,1499
다사72aa71bb,0.039473684,0,0,0.018181818,0,0.040650407,0.033333333,0,1.34E-06,0.009233926,0,0.256250128,2157
다사83ba53bb,0,0,0,0,0,0,0,0,0,0,0,0,3568
다사83bb70aa,0.026315789,0,0,0.436363636,0,0.020325203,0,0,0.000873652,0.006839945,0,0.524747614,1423
다사86aa59ab,0.092105263,0,0,0.018181818,0,0.012195122,0.033333333,0,0,0.002393981,0,0.319375428,1932
다사80ba55ab,0.105263158,0,0,0.018181818,0,0,0,0,2.24E-07,0.004103967,0,0.236916516,2209
다사73ab70aa,0,0,0,0.036363636,0,0,0,0,0,0.023597811,0,0.083559259,2952
다사71bb55ab,0.539473684,0,0,0.181818182,0,0,0,0,0.002668574,0,0,1.266102699,644
다사76bb60ab,0.197368421,0.142857143,0,0.454545455,0,0.028455285,0.333333333,0,0.01632487,0.384404925,0,3.107768599,102
다사68bb67bb,0,0,0,0,0,0,0,0,0,0,0,0,3568
다사71aa57ab,0.052631579,0,0,0.2,0,0.012195122,0,0,3.96E-05,0.060191518,0,0.437920455,1596
다사83aa57ab,0,0,0,0,0,0.004065041,0,0,0,0,0,0.004065041,3545
다사73ba69aa,0.092105263,0,0,0.745454545,0,0.004065041,0,0.038461538,0.003849167,0.05745554,0,1.133262605,732
다사75aa56bb,0.039473684,0,0,0,0,0.004065041,0.066666667,0,0,0.005471956,0,0.293956322,2026
다사80bb60ba,0.407894737,0,0,0.054545455,0,0.020325203,0.066666667,0.038461538,0.000172584,0.00752394,0,1.182976257,694
다사73bb59ab,0.447368421,0.285714286,1,0.490909091,0,0.044715447,0.133333333,0,0.214254976,0.131668947,0,4.379352082,27
다사76bb72bb,0,0,0,0.072727273,0,0,0,0,0,0,0,0.072727273,3011
다사76ba71bb,0.092105263,0,0,0.036363636,0,0,0,0,0,0.002393981,0,0.225362124,2250
다사75ab71ab,0.592105263,0,0,0.236363636,0,0.012195122,0.133333333,0,0.002901742,0.005129959,0,1.848832687,389
다사71aa61bb,0.25,0,0,0.218181818,0,0.004065041,0,0,0,0.006155951,0,0.73455876,1100
다사81bb55ab,0,0,0,0,0,0,0,0,0,0,0,0,3568
다사71bb58ba,0.092105263,0,0,0.036363636,0,0.008130081,0,0,0,0.003077975,0,0.234860195,2214
